,name,address,sido,gungu
18,자곡행운점(express)(직영점위탁),"서울특별시 강남구 자곡로 191 (자곡동, 강남푸르지오지하 1층 B05호",서울특별시,강남구
19,오금점,"서울특별시 송파구 위례성대로20길 8 (오금동, 광승빌1층",서울특별시,송파구
20,송파삼전점,"서울특별시 송파구 백제고분로28길 8(삼전동,한양빌딩1층)",서울특별시,송파구
21,거여점,서울 송파구 거여동343-4 송파공고옆,서울특별시,송파구
22,일원삼성점,서울 강남구 수서동747  삼성아파트상가,서울특별시,강남구
23,대청점,서울 강남구 일원동687-2,서울특별시,강남구
24,잠실스타점,서울 송파구 신천동11 장미씨상가동1층 112호,서울특별시,송파구
25,위례중앙2호점,"경기도 성남시 수정구 위례광장로 310 (창곡동, 우성",경기도,성남시
26,잠실신천점,서울 송파구 잠실본동233 번지  1층,서울특별시,송파구
27,강남세곡점,"서울특별시 강남구 헌릉로 569 (세곡동)101(세곡동,강남리더스프라자)",서울특별시,강남구
28,잠실파크리오점,서울 송파구 신천동20-6 파크리오B상가 1층 105,서울특별시,송파구
29,마천점,서울 송파구 마천동183-47 상가 1층 101호,서울특별시,송파구
30,잠실선수촌점,서울 송파구 잠실본동313-9번지 1층,서울특별시,송파구
31,위례중앙본점,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례3상가동 2층 205호",경기도,성남시
32,위례점,"경기도 성남시 수정구 위례광장로 41 (창곡동)1층 113호(창곡동,지엠프라자)",경기도,성남시
33,잠실엘스점,"서울특별시 송파구 올림픽로 119, 172(잠실동,지하1층)",서울특별시,송파구
34,성남복정점,경기 성남시 수정구 복정동690-6번지 1층,경기도,성남시
35,개포동역점(올리브치킨),"서울특별시 강남구 개포로 512 (개포동, 개포종합상가1층 108호",서울특별시,강남구
36,대치은마점,서울특별시 강남구 영동대로57길 16,서울특별시,강남구
37,성내점,"서울특별시 강동구 풍성로 141 (성내동)성내동, 1층",서울특별시,강동구
38,둔촌점,서울 강동구 둔촌2동70-56,서울특별시,강동구
39,동서울터미널점(올리브카페),"서울특별시 광진구 강변역로 50 (구의동, 동서울터미지하1층 15호",서울특별시,광진구
40,성남신흥점,경기 성남시 수정구 산성동1466,경기도,성남시
41,대치도곡점,서울 강남구 대치1동1023-19 1층,서울특별시,강남구
42,개포2점,서울 강남구 개포동141번지 개포주공1단지상가 가상가 101동 2호,서울특별시,강남구
43,천호점,서울 강동구 천호3동169-35,서울특별시,강동구
44,성남태평점,경기 성남시 수정구 태평2동3196번지,경기도,성남시
45,대치점,서울 강남구 대치4동923-4호 104호,서울특별시,강남구
46,길동점,서울특별시 강동구 명일로 198 (길동),서울특별시,강동구
47,광장점,서울특별시 광진구 구의로16길 89 (구의동)1층,서울특별시,광진구
48,광나루점(Cafe),"서울특별시 광진구 광나루로 595 (광장동, 광장자이아광장자이아파트상가 5호",서울특별시,광진구
49,개포점(올리브치킨)(2),"서울특별시 강남구 개포로 250 (개포동, 선광빌딩)1층 101호",서울특별시,강남구
50,성남수진점(2명변),경기 성남시 수정구 수진동3395-2번지 1층,경기도,성남시
51,개포스타점,서울특별시 강남구 논현로12길 19-9 (개포동),서울특별시,강남구
52,성남금광점(Cafe),경기 성남시 중원구 금광동2889 1층,경기도,성남시
53,자양3점,"서울특별시 광진구 능동로 49(자양동,1층)",서울특별시,광진구
54,성남중앙점,경기도 성남시 중원구 광명로 242-3 (중앙동)1층,경기도,성남시
55,성남단대점,경기도 성남시 중원구 광명로 299 (금광동),경기도,성남시
56,삼성점,서울특별시 강남구 봉은사로61길 17 (삼성동)1층(삼성동),서울특별시,강남구
57,암사2점,서울 강동구 천호동243-18 1층,서울특별시,강동구
58,암사본점,서울특별시 강동구 올림픽로 786 (암사동),서울특별시,강동구
59,청담점,서울특별시 강남구 도산대로72길 28 (청담동)지층(청담동),서울특별시,강남구
60,역삼스타점(명변1)(프리미엄),"서울특별시 강남구 논현로 4111층(역삼동, 남형빌딩)",서울특별시,강남구
61,내곡포레스타점(express)(2),"서울특별시 서초구 청계산로7길 43 (신원동, 서초포레101호",서울특별시,서초구
62,구의점,"서울특별시 광진구 자양로 296(구의동, 1층)",서울특별시,광진구
63,명일점,서울 강동구 명일동289-14,서울특별시,강동구
64,양재점,"서울 강남구 도곡1동950-6, 102호",서울특별시,강남구
65,암사스타점,서울 강동구 암사동암사동 447-7,서울특별시,강동구
66,우면점,서울 서초구 양재동111-5 양촌빌딩 1층,서울특별시,서초구
67,역삼점,서울 강남구 역삼동836-26,서울특별시,강남구
68,하대원점,경기 성남시 중원구 하대원동 132,경기도,성남시
69,논현중앙점,"서울특별시 강남구 언주로136길 10(논현동,1층)",서울특별시,강남구
70,학동역점,서울특별시 강남구 학동로34길 23 (논현동)1층,서울특별시,강남구
71,군자점,서울 광진구 군자동364,서울특별시,광진구
72,성수3점,"서울특별시 성동구 성덕정길 59 (성수동1가,1층)",서울특별시,성동구
73,양재주암점,서울특별시 서초구 매헌로 36 (양재로)2층,서울특별시,서초구
74,서초3점,서울 서초구 서초동1334 신동아상가 105호,서울특별시,서초구
75,상일점,서울특별시 강동구 상일동276,서울특별시,강동구
76,압구정스타점,서울 강남구 신사동 634-16,서울특별시,강남구
77,고덕점,서울 강동구 고덕1동645-8번지,서울특별시,강동구
78,성남시청점,경기 성남시 중원구 여수동 201 103호,경기도,성남시
79,성남중원점,경기도 성남시 중원구 갈마치로 215 금강펜테리움IT타지하,경기도,성남시
80,압구정점(올리브치킨),"서울특별시 강남구 압구정로 309B동 1층 110호(압구정동, 주구센터)",서울특별시,강남구
81,교대본점,서울특별시 서초구 남부순환로 339길63(서초동 1층),서울특별시,서초구
82,서초점,서울 서초구 반포동740-17 1층,서울특별시,서초구
83,신사점,서울 강남구 신사동 561-22,서울특별시,강남구
84,성수2점,서울 성동구 성수1가2동13-78,서울특별시,성동구
85,교대역점(올리브카페)(3),"서울특별시 서초구 서초중앙로24길 9 (서초동, 신우빌1층 10호",서울특별시,서초구
86,분당야탑본점,경기 성남시 분당구 야탑동287-10,경기도,성남시
87,잠원점(올리브카페),"서울특별시 서초구 나루터로 69 (잠원동, 샤르망)104호",서울특별시,서초구
88,서초2점(3),서울 서초구 서초동1510-10 화원그랑빌 108,서울특별시,서초구
89,강일지구점,"서울특별시 강동구 아리수로93길 27202(강일동,,2강일타워2층202호~203호)",서울특별시,강동구
90,서초타워점,"서울특별시 서초구 중앙로 582 (우면동)101(우면동,서초타워)",서울특별시,서초구
91,강남고속버스터미널점,"서울특별시 서초구 신반포로 194 강남고속버스터미널(반포동,본관지층)",서울특별시,서초구
92,하남중앙점,경기 하남시 신장1동446-12,경기도,하남시
93,용답답십리역점(cafe2),서울 성동구 용답동56-11번지 1층,서울특별시,성동구
94,동판교봇들마을점,경기도 성남시 분당구 동판교로 212 봇들마을6단지아봇들마을가상가 101,경기도,성남시
95,동대문스타점,서울특별시 동대문구 한천로 133 (답십리동)1층,서울특별시,동대문구
96,반포중앙점,"서울특별시 서초구 신반포로23길 41 (잠원동, 잠원상121호 122호",서울특별시,서초구
97,금호점,서울 성동구 금호동4가128,서울특별시,성동구
98,사가정점,서울 중랑구 면목3동454-23,서울특별시,중랑구
99,분당아름마을점,"경기도 성남시 분당구 성남대로779번길 48(이매동,골든프라자106호)",경기도,성남시
100,하남풍산행복점,경기 하남시 덕풍3동811-3,경기도,하남시
101,미사점,"경기도 하남시 미사강변대로 212 (망월동, 미사센트럴1층 120호",경기도,하남시
102,마장점,서울특별시 성동구 마장로 299 (마장동),서울특별시,성동구
103,행당점,서울특별시 성동구 무학봉길 53-1 (하왕십리동)1층,서울특별시,성동구
104,방배본점(4),서울 서초구 방배1동925-24,서울특별시,서초구
105,장안행복점,서울특별시 동대문구 사가정로25길 60 (장안동)1층,서울특별시,동대문구
106,하남점,경기 하남시 신장동96-3,경기도,하남시
107,옥수점,서울 성동구 옥수동243 2층,서울특별시,성동구
108,전농점 Cafe,서울 동대문구 전농동38-18,서울특별시,동대문구
109,구리교문점,경기 구리시 교문동803,경기도,구리시
110,보광점(2),서울 용산구 보광동386-1,서울특별시,용산구
111,분당이매촌점,"경기도 성남시 분당구 서현로 181 (이매동, 이매촌한상가1층103호",경기도,성남시
112,구리수택점,경기도 구리시 이문안로99번길 24 (수택동)1층,경기도,구리시
113,방배이수점,서울특별시 서초구 도구로 93 (방배동),서울특별시,서초구
114,남산타운점(유변.express)(올리브치킨)(3),서울 중구 신당3동844 남산타운2 215,서울특별시,중구
115,동판교백현마을점,"경기도 성남시 분당구 동판교로 52 (백현동, 제이스타52번길 5(백현동)",경기도,성남시
116,동판교백현마을점,경기 성남시 분당구 백현동604,경기도,성남시
117,왕십리행운점,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐)403동 1층 121호",서울특별시,성동구
118,신당2점,서울 중구 신당동304-585,서울특별시,중구
119,중랑역점,"서울특별시 중랑구 중랑천로12길 45 (상봉동, 지앤지2층",서울특별시,중랑구
120,용두점,"서울특별시 동대문구 정릉천동로 58 (용두동, 롯데캐(용두동,롯데캐슬피렌체 107호)",서울특별시,동대문구
121,사당메트로점,서울특별시 서초구 방배천로 5-1 (방배동)2층,서울특별시,서초구
122,사당점,서울특별시 동작구 동작대로9길 7 (사당동)1층 (사당동),서울특별시,동작구
123,서판교산운마을점,경기 성남시 분당구 운중동922 산운마을주공11단지내상가 101,경기도,성남시
124,신당점,서울 중구 무학동58,서울특별시,중구
125,사당역점(치킨&비어),서울 관악구 남현동1061-59,서울특별시,관악구
126,과천부림점,경기 과천시 부림동20-1 일반상가 6호,경기도,과천시
127,이문동점,서울 동대문구 휘경동183-386 나호,서울특별시,동대문구
128,신내점(올리브치킨3),서울특별시 중랑구 신내로7가길 401층(신내동),서울특별시,중랑구
129,동대문패션타운점,"서울특별시 중구 마장로1길 28-11 (신당동)신당동,1층",서울특별시,중구
130,분당서현점,경기 성남시 분당구 서현동94 현대아케이트 127,경기도,성남시
131,동대문점,서울 중구 을지로6가23-26 지상1층,서울특별시,중구
132,분당수내점,"경기도 성남시 분당구 수내로 74 (수내동, 양지마을금108호",경기도,성남시
133,이촌점,"서울 용산구 이촌로75길 10-7,105",서울특별시,용산구
134,성북스타점,서울특별시 성북구 보문로 57 (보문동7가)1층,서울특별시,성북구
135,과천점,경기 과천시 별양동1-3  제일상가 2층 204호,경기도,과천시
136,인창점,경기 구리시 인창동640-1,경기도,구리시
137,종로6가점(cafe),서울 종로구 종로6가138-1번지,서울특별시,종로구
138,용산점,서울 용산구 용산동5가24외 1필지 파크타워비14호,서울특별시,용산구
139,창신점,서울 종로구 창신동22-3 1층,서울특별시,종로구
140,덕소진도점,경기 남양주시 와부읍 덕소리537-3번지 진도A 상가,경기도,남양주시
141,분당정자점,경기도 성남시 분당구 내정로129번길 17 (정자동),경기도,성남시
142,낙성대점,서울 관악구 봉천11동1640-8,서울특별시,관악구
143,분당정자카페거리점,경기도 성남시 분당구 성남대로 3811층,경기도,성남시
144,흑석점,서울 동작구 흑석동86-103호,서울특별시,동작구
145,분당본점,경기 성남시 분당구 분당동123-1,경기도,성남시
146,덕소점,경기 남양주시 와부읍덕소리 491-1,경기도,남양주시
147,행운점,서울특별시 관악구 봉천로 5671층(봉천동),서울특별시,관악구
148,명동점(치킨앤비어)(사변),"서울특별시 중구 명동8가길 22 (충무로2가, 충무로패3층",서울특별시,중구
149,경기광주2호점(cafe),경기 광주시 탄벌동765 경남아파트상가비동103호,경기도,광주시
150,월곡역점,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클",서울특별시,성북구
151,봉천우성점,서울 관악구 봉천동 36-10,서울특별시,관악구
152,봉천중앙점,서울 관악구 봉천2동1703  동아A상가 1층  A동 104호,서울특별시,관악구
153,종암1동점(cafe),서울 성북구 종암동84-39번지 1층,서울특별시,성북구
154,서울대캠퍼스점(cafe직영),서울 관악구 신림동산 56-1 번지 서울대공과대학 해동관지하1층,서울특별시,관악구
155,서울대글로벌공학관점,"서울특별시 관악구 관악로 1 서울대학교39-218(신림동,글로벌공학교육센터)",서울특별시,관악구
156,묵동행복점,서울특별시 중랑구 중랑역로 242 (묵동)1층2호,서울특별시,중랑구
157,석계점,서울 성북구 석관동10번지   두산A상가 126호,서울특별시,성북구
158,종로본점,서울특별시 종로구 청계천로 81(관철동),서울특별시,종로구
159,돌곶이점,서울 성북구 장위동66-323,서울특별시,성북구
160,부영점,경기 남양주시 지금동390-16번지  예전빌딩 1층,경기도,남양주시
161,종로3가점,서울 종로구 낙원동150-1 파고다빌딩 1층,서울특별시,종로구
162,성북스타3호점(올리브카페),서울특별시 성북구 동소문로 23-4 (동소문동4가),서울특별시,성북구
163,서울대점,서울 관악구 봉천7동1609-5 1층,서울특별시,관악구
164,남대문점(명변),서울특별시 중구 남대문시장4길 42-1(남창동),서울특별시,중구
165,대학로점,서울 종로구 명륜동2가22-2 도가빌딩 1층,서울특별시,종로구
166,광주송정점(올리브카페),경기도 광주시 광주대로224번길 1 (송정동)1층 3호,경기도,광주시
167,숭실대점,서울 동작구 상도1동347,서울특별시,동작구
168,분당중앙점(3)(올리브치킨),"경기도 성남시 분당구 불정로 1411층 104호(정자동, 정든마을 상가)",경기도,성남시
169,하월곡점,서울 성북구 하월곡동230 동일하이빌 뉴시티 136호,서울특별시,성북구
170,무교동점,서울특별시 중구 무교로 19,서울특별시,중구
171,길음역점(올리브카페),"서울특별시 성북구 동소문로 248 (길음동, 삼부아파트102동 1층 4호,5호",서울특별시,성북구
172,명륜점,서울 종로구 명륜3가 2~16053 유림회관부속동1층 20,서울특별시,종로구
173,만리점,서울 마포구 공덕동7-249,서울특별시,마포구
174,안국점,서울특별시 종로구 창덕궁길 84 (원서동),서울특별시,종로구
175,상도2점,서울 동작구 상도동17-62,서울특별시,동작구
176,경기광주태전점,경기도 광주시 태봉로 23 (태전동),경기도,광주시
177,원효로점,서울 용산구 원효로4가118-3 영천빌딩1층,서울특별시,용산구
178,상도점(올리브치킨)(6),서울특별시 동작구 양녕로 184 (상도동)1층,서울특별시,동작구
179,경기광주중앙점,경기도 광주시 중앙로 150 (경안동),경기도,광주시
180,정릉중앙점,서울 성북구 정릉동587번지 정릉꿈의그린 2단지 상가,서울특별시,성북구
181,공릉점,서울특별시 노원구 공릉로 199103(공릉동),서울특별시,노원구
182,마포도화점,서울 마포구 도화동7-20,서울특별시,마포구
183,청룡점,서울 관악구 봉천동1529-67,서울특별시,관악구
184,길음점,서울 성북구 길음동1170,서울특별시,성북구
185,마포공덕점(치킨앤비어)(명변1),"서울특별시 마포구 마포대로 156 (공덕동, 공덕푸르지",서울특별시,마포구
186,경기광주역점(올리브카페),경기도 광주시 장지1길 19 (장지동)1층,경기도,광주시
187,구리갈매점(2)(올리브카페),"경기도 구리시 갈매중앙로 89-8 (갈매동, 로데오프라1층 102호",경기도,구리시
188,성북장위점(올리브카페),"서울특별시 성북구 월계로40길 7 (장위동, 센트럴타운105호",서울특별시,성북구
189,의왕포일점,"경기도 의왕시 안양판교로 101 (포일동, 포일메디컬센107",경기도,의왕시
190,노량진점,"서울특별시 동작구 노량진로8길 53 (노량진동, 토끼바",서울특별시,동작구
191,충정로점,서울 서대문구 충정로3가3-96 1층,서울특별시,서대문구
192,신림중앙점,"서울특별시 관악구 호암로24길 68 (신림동, 지하1층)",서울특별시,관악구
193,신림점,"서울특별시 관악구 신림로 122(신림동,1층)",서울특별시,관악구
194,분당미금점,경기 성남시 분당구 구미동47-3,경기도,성남시
195,안양인덕원점,경기 안양시 동안구 관양동1508-5,경기도,안양시
196,태전행복점(올리브치킨),"경기도 광주시 태봉로 174 (태전동)지1층 104호(태전동, 힐스테이트 태전 1634)",경기도,광주시
197,마포용강점,서울 마포구 대흥동541-1 1층,서울특별시,마포구
198,독립문점,서울 서대문구 영천동69-130,서울특별시,서대문구
199,정릉행복점,서울특별시 성북구 보국문로 83-1 (정릉동)1층 (주)엘와이에프앤비,서울특별시,성북구
200,효자점,서울 종로구 옥인동92번지,서울특별시,종로구
201,의왕내손점,경기 의왕시 내손동652-16,경기도,의왕시
202,여의도점,"서울특별시 영등포구 국제금융로7길 32(여의도동,1층3호)",서울특별시,영등포구
203,강북스타3호점,"서울특별시 강북구 삼양로27길 43 (미아동, 위브 테라1층 111호",서울특별시,강북구
204,신림신원점(cafe),서울 관악구 신림동1636-35 영신상가,서울특별시,관악구
205,강북스타2호점,서울특별시 강북구 오현로32길 3,서울특별시,강북구
206,보라매공원점(cafe),서울특별시 관악구 보라매로3길 3 (봉천동),서울특별시,관악구
207,경희궁자이점,서울 종로구 무악동45-304,서울특별시,종로구
208,정릉풍림스타점,"서울특별시 성북구 솔샘로25길 20 (정릉동, 정릉풍림",서울특별시,성북구
209,여의도역점,서울 영등포구 여의도동35-2 백상빌딩 101호,서울특별시,영등포구
210,용인동천유타워점,"경기도 용인시 수지구 신수로 767 (동천동, 분당수지UB동 A-125호",경기도,용인시
211,경기능골점,경기 광주시 오포읍 능평리174-33,경기도,광주시
212,분당구미점,경기도 성남시 분당구  미금로 48101,경기도,성남시
213,안양평촌1점,경기 안양시 동안구 평촌동897-5번지,경기도,안양시
214,여의도역아일렉스점,"서울특별시 영등포구 의사당대로 108 (여의도동, 아일지하1층 F01호",서울특별시,영등포구
215,여의도점(치킨&비어+참숯)(명변),"서울특별시 영등포구 국제금융로2길 37 (여의도동, S-B103호",서울특별시,영등포구
216,안양관양점,경기 안양시 동안구 관양동1387-23 지상1층,경기도,안양시
217,신길점,서울 영등포구 신길1동463-36,서울특별시,영등포구
218,창전점,"서울특별시 마포구 서강로14길 5(노고산동,1층)",서울특별시,마포구
219,통일스타점,경기도 안양시 동안구 평촌대로427번길 60-8 (비산동),경기도,안양시
220,경기광주퇴촌점,경기 광주시 퇴촌면 광동리173-7,경기도,광주시
221,안양비산중앙점,경기 안양시 동안구 관양동1586 111호,경기도,안양시
222,난곡점,서울 관악구 신림동 1738-1 파로스프라자 B동 제지1층,서울특별시,관악구
223,신림5점,서울특별시 관악구 관천로11길 152 (신림동),서울특별시,관악구
224,경기양벌리점,경기 광주시 오포읍 양벌리561-1,경기도,광주시
225,대방점(7),서울 영등포구 신길동4027,서울특별시,영등포구
226,금곡점(cafe명변),경기 남양주시 금곡동430-34번지,경기도,남양주시
227,중계중앙점,서울 노원구 중계동360-15 건영A상가 107,서울특별시,노원구
228,용인죽전새터점,"경기도 용인시 수지구 죽전로 253-3 (죽전동, 경혁프(죽전동,상생프라자101,102호)",경기도,용인시
229,강북스타점,서울특별시 강북구 한천로 992,서울특별시,강북구
230,별내점,경기도 남양주시 별내5로5번길 51 (별내동)1층,경기도,남양주시
231,안양평촌향촌점,경기 안양시 동안구 평촌동341-1,경기도,안양시
232,중계은행점,서울 노원구 중계동366-10 중원코아빌딩 1층 105,서울특별시,노원구
233,신림3점,"서울특별시 관악구 남부순환로143길 26 (신림동,1층)",서울특별시,관악구
234,범계점,경기 안양시 동안구 호계동1047-3 성보빌딩 103호,경기도,안양시
235,신대방1점(3명변),서울 동작구 신대방동605-11,서울특별시,동작구
236,신길사러가점,"서울특별시 영등포구 신길로39길 4,(신길동, 지상1층)1층",서울특별시,영등포구
237,홍제점,서울 서대문구 홍제동현대원@3구역상가 118호,서울특별시,서대문구
238,세검정점,서울 종로구 신영동131-2,서울특별시,종로구
239,홍대역점,서울 마포구 동교동147-4 1층,서울특별시,마포구
240,의왕갈뫼점(명변2),"경기도 의왕시 오리나무로 11 (내손동, 영원주택)내손동812-1",경기도,의왕시
241,연희점,서울특별시 서대문구 연희로 87 (연희동)1층,서울특별시,서대문구
242,용인죽전점,경기 용인시 수지구 죽전동1261 도담마을우미이노스빌 제상가동 102호,경기도,용인시
243,용인풍덕천점,경기 용인시 풍덕천동750번지,경기도,용인시
244,영등포중앙점,서울 영등포구 영등포동3가7-25 델리타운 101,서울특별시,영등포구
245,홍은2점,서울 서대문구 홍은2동277-28,서울특별시,서대문구
246,합정스타점,"서울특별시 마포구 양화로8길 5(서교동,소천빌딩1층)",서울특별시,마포구
247,광주도평리점,경기도 광주시 초월읍 현산로 106,경기도,광주시
248,창동본점,서울특별시 도봉구 마들로11가길 15 (창동)109호,서울특별시,도봉구
249,양수리점,경기도 양평군 양서면 양수로 153,경기도,양평군
250,금천시흥스타점,서울특별시 금천구 독산로40길 13 (시흥동),서울특별시,금천구
251,안양호계점,경기 안양시 동안구 호계동990-4 1층,경기도,안양시
252,영등포본점,서울특별시 영등포구 영중로 65 (영등포동6가),서울특별시,영등포구
253,서교점(cafe)(2),서울특별시 마포구 월드컵북로5길 22 (서교동)1층,서울특별시,마포구
254,영등포점,서울 영등포구 영등포동8가75-6,서울특별시,영등포구
255,수유점,서울특별시 강북구 노해로23길 67 (수유동)1층,서울특별시,강북구
256,쌍문중앙점,서울 도봉구 쌍문3동 341~342342-3번지,서울특별시,도봉구
257,용인보정점,경기 용인시 기흥구 보정동1266-6 현대휴먼프라자 106,경기도,용인시
258,노원점,서울특별시 노원구 상계로1길 62-51 (상계동)1층,서울특별시,노원구
259,대림점(cafe)(2),"서울특별시 영등포구 대림로 191 (대림동, 유림빌딩)1층",서울특별시,영등포구
260,시랄라워터파크점(특화)(사변),"서울특별시 영등포구 문래로 164 (문래동3가, 영등포 제비 201호, 제비 202호",서울특별시,영등포구
261,창동점,"서울특별시 도봉구 도봉로136가길 73 (창동, 북한산한104-106(창동,북한산한신휴플러스)",서울특별시,도봉구
262,시흥본점,"서울특별시 금천구 시흥대로 150(시흥동,지상1층)",서울특별시,금천구
263,독산시흥본점,서울 금천구 독산동1077-37  1층,서울특별시,금천구
264,명지대점,서울특별시 서대문구 거북골로 17 (홍은동)1층,서울특별시,서대문구
265,안양덕천점,경기 안양시 만안구 안양동1380 주공뜨란채상가 106호,경기도,안양시
266,당산역점,"서울특별시 영등포구 당산로45길 1 (당산동5가, 당산 105호",서울특별시,영등포구
267,안양예술공원점,경기도 안양시 만안구 예술공원로 73 (안양동)1층,경기도,안양시
268,당산행운점,"서울특별시 영등포구 양산로 128 (당산동1가, 환희빌",서울특별시,영등포구
269,의왕오전점,경기 의왕시 오전동104-10,경기도,의왕시
270,안양코암호텔점,경기 안양시 만안구 안양동431-10,경기도,안양시
271,독산행복점,"서울특별시 금천구 범안로 1193 (독산동, 가남물산제11층",서울특별시,금천구
272,가산점,서울 금천구 가산동 152-16,서울특별시,금천구
273,쌍문행복점,서울 도봉구 쌍문동262-2,서울특별시,도봉구
274,성복점,"경기도 용인시 수지구 성복2로76번길 25-30 (성복동, 지하1층",경기도,용인시
275,석수역점,"경기도 안양시 만안구 연현로 1031층 107호 (석수동,석수두산위브상가)",경기도,안양시
276,평내1점,"경기도 남양주시 평내로29번안길 34,101(평내동,모던빌)",경기도,남양주시
277,가산디지털단지점(올리브카페),서울특별시 금천구 디지털로 210 (가산동),서울특별시,금천구
278,의왕고천점,경기 의왕시 오전동387-2번지,경기도,의왕시
279,성산점,"서울특별시 마포구 월드컵로32길 35 (성산동)101(성산동,1층)",서울특별시,마포구
280,용인상현행복점,"경기도 용인시 수지구 이현로 115130(상현동,상현프라자)",경기도,용인시
281,신도림역점,서울 구로구 신도림동338번지 푸르지오 2차상가,서울특별시,구로구
282,구로점,서울 구로구 구로동429-41번지,서울특별시,구로구
283,응암2점,서울 은평구 응암동 674-12,서울특별시,은평구
284,망원점,서울 마포구 망원동 475-35,서울특별시,마포구
285,마들점,서울특별시 노원구 동일로 228길 29106호(상계동),서울특별시,노원구
286,문래점,서울 영등포구 문래동6가8번지   그대가상가 102호,서울특별시,영등포구
287,안양4점,경기도 안양시 만안구 냉천로 161 (안양동),경기도,안양시
288,광명하안3점(8),서울 금천구 독산동1100-3번지,서울특별시,금천구
289,"부산해운대비치점(명변,치킨앤비어)",부산 해운대구 중동1417-2 씨스타지하1층,부산광역시,해운대구
290,안양석수점(3)(명변2),경기 안양시 만안구 석수2동 294~314304-23,경기도,안양시
291,상현점,"경기도 용인시 수지구 수지로 70-1 (상현동, 동원한의",경기도,용인시
292,광명소하점,경기 광명시 소하동1323-1 103,경기도,광명시
293,녹번점,"서울특별시 은평구 녹번로 35 (녹번동), 1층",서울특별시,은평구
294,응암점,서울 은평구 응암동104-36 1층,서울특별시,은평구
295,북가좌점,서울 서대문구 북가좌동347-1,서울특별시,서대문구
296,용인모현외대점,경기 용인시 처인구 모현면 왕산리790-7 외 2필지,경기도,용인시
297,용인마북점,"경기도 용인시 기흥구 마북로 159 (마북동, 한성프라111호",경기도,용인시
298,산본금정본점,"경기도 군포시 금산로 55 (산본동, 화남상가)101,102호",경기도,군포시
299,신도림점,서울 구로구 신도림동396-23번지,서울특별시,구로구
300,경기광주쌍동점,경기 광주시 초월읍 쌍동리184,경기도,광주시
301,광명하안중앙점(4),"경기도 광명시 하안로 293-10 (하안동, 정산빌딩)",경기도,광명시
302,산본3점,경기 군포시 산본2동1078번지 1층,경기도,군포시
303,우이공원점,서울특별시 강북구 삼양로 685 (우이동),서울특별시,강북구
304,불광1동점(5),서울 은평구 불광동8/5번지,서울특별시,은평구
305,신사2동점,서울 은평구 신사동343-33번지 1층,서울특별시,은평구
306,호평역점,경기 남양주시 호평동658-3,경기도,남양주시
307,안양충훈본점,경기 안양시 만안구 석수3동764-4번지 1층101호,경기도,안양시
308,상암점,서울 마포구 상암동 1000~15991462번지,서울특별시,마포구
309,용인구성점,경기 용인시 기흥구 마북동 409~475475-1,경기도,용인시
310,광교상현점(직영)(프리미엄),"경기도 용인시 수지구 법조로 2421층 101호, 201호(상현동, 광교파크프라자)",경기도,용인시
311,오목교점,서울 양천구 목1동405-350,서울특별시,양천구
312,광명철산점,경기 광명시 철산동241-2 바상가106호,경기도,광명시
313,광명소하점(치킨앤비어),경기도 광명시 성채로50번길 9-12101 (소하동),경기도,광명시
314,용인언남점,경기도 용인시 기흥구 구성로 77번길2(언남동),경기도,용인시
